age,name,location,organization,position,org_key,org_class
54,丁强,深圳市,原市规划与国土资源局规划处,副处长,原规划与国土资源规划,国有资产监督管理
54,丁强,深圳市,原市规划局规划处,副处长;总师室调研员,原规划规划,国有资产监督管理
54,丁强,深圳市,市规划国土委地区规划处,处长,规划国土委地规划,国有资产监督管理
54,丁强,深圳市,科技信息处,处长,科技信息,科学技术
54,丁强,深圳市,龙华管理局,局长,管理,机关
54,丁强,深圳市,深汕特别合作区管委会,副主任,深汕特别合作管委会,Else
54,丁强,深圳市,总体规划处（市城市规划委员会秘书处）,Blank,总体规划（城规划秘书）,国有资产监督管理
54,丁强,深圳市,地区规划处（地名处）,Blank,地规划（地名）,国有资产监督管理
54,丁强,深圳市,城市和建筑设计处（市雕塑办公室）,Blank,城和建筑设计（雕塑）,住房
54,丁强,深圳市,盐田管理局,Blank,管理,机关
54,丁强,深圳市,深汕合作区管理局,Blank,深汕合作管理,机关
54,丁强,深圳市,市规划国土发展研究中心,Blank,规划国土发展研究中心,发展和改革委员会
54,丁强,深圳市,市公共艺术中心（深圳雕塑院、市城市设计促进中心）,Blank,公共艺术中心（雕塑院、城设计促进中心）,国有资产监督管理
54,丁强,深圳市,市当代艺术馆与城市规划展览馆,Blank,当代艺术馆与城规划展览馆,国有资产监督管理
55,于宝明,深圳市,市交通运输委员会（市港务管理局）,党组书记;主任（局长）,交通运输（港务管理）,交通运输
55,于宝明,深圳市,市交通运输局（市港务管理局）,党组书记;局长,交通运输（港务管理）,交通运输
55,于宝明,深圳市,市建筑工务署,党组书记;署长,建筑工务署,住房
55,于宝明,深圳市,市运输局建设处,处长,运输建设,住房
55,于宝明,深圳市,市交通局规划建设处,调研员;处长,交通规划建设,住房
55,于宝明,深圳市,市交通局,总工程师;副局长,交通,交通运输
55,于宝明,深圳市,市交通运输委,党组成员;副主任,交通运输委,交通运输
57,任继光,深圳市,深圳市司法局,党委委员;副局长,司法,司法
57,任继光,深圳市,律师公证管理处,Blank,律师公证管理,司法
57,任继光,深圳市,社区矫正和安置帮教工作处,Blank,社矫正和安置帮教工作,Else
57,任继光,深圳市,市监狱戒毒管理办公室,Blank,监狱戒毒管理,司法
57,任继光,深圳市,深圳监狱,Blank,监狱,司法
57,任继光,深圳市,市司法局第一强制隔离戒毒所,Blank,司法第一强制隔离戒毒所,司法
57,任继光,深圳市,市司法局第二强制隔离戒毒所,Blank,司法第二强制隔离戒毒所,司法
57,任继光,深圳市,宝安区司法局,Blank,司法,司法
57,任继光,深圳市,光明区综合办,Blank,光明综合办,Else
57,任继光,深圳市,市律师协会,Blank,律师协会,司法
57,任继光,深圳市,市公证协会,Blank,公证协会,司法
57,任继光,深圳市,深圳市司法局,党委委员;副局长,司法,司法
57,任继光,深圳市,深圳市公安局,党委委员;副局长,公安,公安
56,余璟,深圳市,发展和改革委员会,党组成员;副主任,发展和改革,发展和改革委员会
56,余璟,深圳市,能源集团东部电厂,总经理,能源集团东部电厂,能源
56,余璟,深圳市,东部电厂二期厂,办主任,东部电厂二期厂,Else
54,关苏,深圳市,教育局党组,二级巡视员,教育党组,教育
54,关苏,深圳市,教育局党组,巡视员,教育党组,教育
54,关苏,湖北省,军区办公室,主任,军,部队
54,关苏,湖北省,咸宁军分区政治,委员,咸宁军分政治,部队
54,关苏,深圳市,驻香港部队基地,副政治委员,驻香港部队基地,部队
54,凌冲,深圳市,深圳市委员会,副部长;部长,,党
54,凌冲,深圳市,深圳市团校,副校长(正处级),团校,Else
54,凌冲,深圳市,深圳市委教育基地,主任,委教育基地,教育
54,凌冲,深圳市,深圳市老龄工作委员会办公室,主任,老龄工作,党
54,凌冲,深圳市,市民政局救灾救济和低保处,处长,民政救灾救济和低保,民政
54,凌冲,深圳市,市民政局救灾救助和慈善处,处长,民政救灾救助和慈善,民政
54,凌冲,深圳市,市民间组织管理局,局长,民间组织管理,机关
54,凌冲,深圳市,社会组织管理局,Blank,社会组织管理,机关
54,凌冲,深圳市,社会组织,Blank,社会组织,Else
59,刘世会,深圳市,市规划与国土资源局机关服务中心,中心主任,规划与国土资源机关服务中心,国有资产监督管理
59,刘世会,深圳市,市国土资源和房产管理局,办公室主任,国土资源和房产管理,住房
59,刘世会,深圳市,地政和监察分局,局长,地政和监察分,司法
59,刘世会,深圳市,直属分局,局长,直属分,Else
59,刘世会,深圳市,市规划和国土资源委员会行政监察处,处长,规划和国土资源行政监察,司法
59,刘世会,深圳市,秘书处,处长,秘书,Else
59,刘世会,深圳市,办公室（信访办）,Blank,（信访办）,信访
59,刘世会,深圳市,机关党委（人事处）,Blank,机关党委（人事）,人力资源
59,刘世会,深圳市,龙岗管理局,Blank,管理,机关
59,刘世会,深圳市,坪山管理局,Blank,管理,机关
59,刘世会,深圳市,山水宾馆,Blank,山水宾馆,Else
49,刘伟,深圳市,发展和改革委员会,副主任,发展和改革,发展和改革委员会
49,刘伟,深圳市,龙岗区委,常委,委,党
49,刘伟,深圳市,区政府,党组成员,政府,机关
49,刘伟,深圳市,龙岗区委,常委;副区长,委,党
49,刘伟,深圳市,区政府,党组成员,政府,机关
49,刘伟,深圳市,龙岗区政府副区长,党组成员,政府副长,机关
49,刘伟,深圳市,发展和改革委员会综合处,处长,发展和改革综合,发展和改革委员会
49,刘伟,深圳市,人民政府办公厅第一秘书处,处长,人民政府办公厅第一秘书,民政
49,刘伟,深圳市,人民政府办公厅财经处,副处长,人民政府办公厅财经,民政
49,刘伟,深圳市,人民政府办公厅综合处,副处长,人民政府办公厅综合,民政
49,刘伟,深圳市,人民政府办公厅综合处,主任科员,人民政府办公厅综合,民政
49,刘伟,上海市,复旦大学,政治经济学博士研究生,复旦大学,高等院校
49,刘伟,上海市,复旦大学,经济学系硕士研究生,复旦大学,高等院校
49,刘伟,浙江省,华东石化销售公司高桥石油站,科员,华东石化销售公司高桥石油站,Else
49,刘伟,浙江省,浙江大学应用电子技术专业,学生,浙江大学应用电子技术专业,科学技术
57,刘初汉,深圳市,深圳市生态环境局,党组书记;局长,生态环境,生态环境
57,刘初汉,深圳市,深圳市生态环境局,Blank,生态环境,生态环境
57,刘初汉,深圳市,深圳市人居环境委员会,主任,人居环境,生态环境
57,刘初汉,北京市,北京大学高级管理人员工商管理,硕士,北京大学高级管理人员工商管理,高等院校
57,刘初汉,深圳市,深圳市城管局（市城管执法局）,副局长;党委委员,城管（城管执法）,Else
57,刘初汉,深圳市,深圳市府城管办（市城管执法局）,副主任（副局长）;党委委员,府城管办（城管执法）,Else
57,刘初汉,深圳市,深圳市环境监理所,所长,环境监理所,生态环境
57,刘初汉,深圳市,深圳市环保局监督管理处,处长,环保监督管理,生态环境
57,刘初汉,深圳市,深圳市环保局监督管理处,副处长（主持该处工作）,环保监督管理,生态环境
57,刘初汉,深圳市,深圳市环保局政策法规处,副处长（主持该处工作）,环保政策法规,司法
57,刘初汉,深圳市,深圳市环保局政策法规处主任,科员（该处负责人）,环保政策法规主任,司法
57,刘初汉,深圳市,深圳市环保局办公室,副主任科员（文秘）,环保,生态环境
57,刘初汉,深圳市,深圳市环保局办公室,科员（文秘）,环保,生态环境
57,刘初汉,武汉省,武汉大学法学专业,学生,武汉大学法学专业,高等院校
50,卢旭阳,深圳市,深圳市生态环境局,党组成员;副局长,生态环境,生态环境
50,卢旭阳,深圳市,大气环境处,Blank,大气环境,生态环境
50,卢旭阳,深圳市,生态环境监测与科技处,Blank,生态环境监测与科技,科学技术
50,卢旭阳,深圳市,安全生产和环境应急工作,Blank,安全生产和环境应急工作,生态环境
50,卢旭阳,深圳市,市环境监测中心站,Blank,环境监测中心站,生态环境
50,卢旭阳,深圳市,市生态环境监测院,Blank,生态环境监测院,生态环境
50,卢旭阳,深圳市,市环境科学研究院,Blank,环境科学研究院,科学技术
50,卢旭阳,深圳市,市生态环境局南山分局,Blank,生态环境分,生态环境
50,卢旭阳,深圳市,市生态环境局龙华分局,Blank,生态环境分,生态环境
50,卢旭阳,深圳市,深圳市人居环境委员会大气环境管理处,处长,人居环境大气环境管理,生态环境
50,卢旭阳,深圳市,深圳市人居环境委员会,副主任,人居环境,生态环境
50,卢旭阳,深圳市,深圳市人居环境委员会环境安全管理处,处长,人居环境环境安全管理,生态环境
50,卢旭阳,深圳市,深圳市人居环境委员会大气污染防治办公室,副主任,人居环境大气污染防治,生态环境
50,卢旭阳,深圳市,深圳市人居环境委员会污染防治处,调研员,人居环境污染防治,生态环境
50,卢旭阳,深圳市,深圳市人居环境委员会污染防治处,副处长,人居环境污染防治,生态环境
50,卢旭阳,深圳市,深圳市环保局环境监督管理处,副处长,环保环境监督管理,生态环境
50,卢旭阳,深圳市,深圳市机动车排污监督管理办公室,副主任,机动车排污监督管理,市场监督
50,卢旭阳,深圳市,深圳市固废管理中心,工程师,固废管理中心,机关
50,卢旭阳,深圳市,深圳市环保局,副主任科员,环保,生态环境
50,卢旭阳,深圳市,深圳市环境监理所环境,监理员,环境监理所环境,生态环境
50,卢旭阳,深圳市,沙头角建筑设计公司,排水设计助工,沙头角建筑设计公司,住房
50,卢旭阳,北京市,清华大学环境工程专业,学生,清华大学环境工程专业,生态环境
53,吴军军,深圳市,深圳市人力资源和社会保障局,党组成员;副局长,人力资源和社会保障,人力资源
56,吴学龙,深圳市,深圳市生态环境局,副巡视员,生态环境,生态环境
56,吴学龙,深圳市,环境应急管理处,Blank,环境应急管理,生态环境
56,吴学龙,深圳市,市生态环境局罗湖分局,Blank,生态环境罗湖分,生态环境
56,吴学龙,深圳市,市生态环境局坪山分局,Blank,生态环境分,生态环境
56,吴学龙,深圳市,深圳市城市管理局（市城市管理行政执法局）,党委委员,城管理（城管理行政执法）,机关
56,吴学龙,深圳市,深圳市环境卫生管理处,处长（副局级）,环境卫生管理,生态环境
56,吴学龙,深圳市,深圳市环境卫生管理处,处长,环境卫生管理,生态环境
56,吴学龙,深圳市,深圳市环境卫生管理处,党委副书记;主任,环境卫生管理,生态环境
56,吴学龙,深圳市,深圳市环境卫生管理处,副主任,环境卫生管理,生态环境
56,吴学龙,深圳市,深圳市环境卫生管理处技术设备科,科长,环境卫生管理技术设备科,科学技术
56,吴学龙,深圳市,深圳市环境卫生管理处技术设备科,副科长,环境卫生管理技术设备科,科学技术
56,吴学龙,深圳市,深圳市环卫化工厂,副厂长;厂长,环卫化工厂,Else
56,吴学龙,深圳市,深圳市环境卫生管理处,科员,环境卫生管理,生态环境
56,吴学龙,北京市,北京大学环境科学中心环境地学专业,硕士研究生,北京大学环境科学中心环境地学专业,科学技术
56,吴学龙,武汉市,武汉城市建筑学院环境工程系,教师,武汉城建筑学院环境工程系,生态环境
56,吴学龙,北京市,清华大学土木工程系,学员,清华大学土木工程系,高等院校
56,吴登记,深圳市,深圳市人力资源和社会保障局,党组成员,人力资源和社会保障,人力资源
56,吴登记,深圳市,市社会保险基金管理局,Blank,社会保险基金管理,社会保障
56,吴登记,深圳市,分管养老保险处,Blank,分管养老保险,社会保障
56,吴登记,深圳市,工伤保险处,Blank,工伤保险,社会保障
56,吴登记,深圳市,市人力资源和社会保障局工资福利处,处长,人力资源和社会保障工资福利,人力资源
56,吴登记,深圳市,深圳市社会保险基金管理局,局长;党委书记,社会保险基金管理,社会保障
50,吴远翔,深圳市,深圳市委办公厅综合一处,副处长,委办公厅综合一,党
50,吴远翔,深圳市,市民管局执法监察处,处长,民管执法监察,司法
50,吴远翔,深圳市,市民政局办公室,主任,民政,民政
50,吴远翔,深圳市,深圳市委办公厅综合一处,Blank,委办公厅综合一,党
50,吴远翔,深圳市,市民管局执法监察处,Blank,民管执法监察,司法
50,吴远翔,深圳市,市民政局办公室,Blank,民政,民政
50,吴远翔,深圳市,办公室,Blank,,Else
50,吴远翔,深圳市,规划和政策法规处,Blank,规划和政策法规,司法
50,吴远翔,深圳市,市捐助中心,Blank,捐助中心,社会保障
50,吴远翔,深圳市,市慈善会,Blank,慈善会,社会保障
50,吴远翔,深圳市,分管领域和分管部门单位,Blank,分管领域和分管部门单位,Else
50,吴远翔,深圳市,市慈善事业联合会,Blank,慈善事业联合会,社会保障
50,吴远翔,深圳市,市中国慈展会发展中心,Blank,中国慈展会发展中心,发展和改革委员会
50,吴远翔,深圳市,市社会工作者协会,Blank,社会工作者协会,Else
49,周岸标,深圳市,政协深圳市坪山区委员会,副主席;党组成员,政协,党
49,周岸标,深圳市,中共深圳市坪山区石井街道工作委员会,书记,中共石井街道工作,党
49,周岸标,深圳市,深圳市生态环境局,党组成员;副局长,生态环境,生态环境
49,周岸标,深圳市,法规和标准处（生态文明体制改革办公室）,Blank,法规和标准（生态文明体制改革）,发展和改革委员会
49,周岸标,深圳市,环境影响评价与排放管理处（行政审批处）,Blank,环境影响评价与排放管理（行政审批）,生态环境
49,周岸标,深圳市,污染源管理处,Blank,污染源管理,生态环境
49,周岸标,深圳市,市生态环境执法支队,Blank,生态环境执法支队,生态环境
49,周岸标,深圳市,市人居环境技术审查中心,Blank,人居环境技术审查中心,科学技术
49,周岸标,深圳市,市生态环境局龙岗分局,Blank,生态环境分,生态环境
49,周岸标,深圳市,市生态环境局深汕特别合作区分局,Blank,生态环境深汕特别合作分,生态环境
49,周岸标,深圳市,中共深圳市坪山新区石井街道工作委员会书记兼办事处,主任,中共新石井街道工作书记兼办事,党
49,周岸标,深圳市,深圳市坪山新区坑梓办事处,主任,新坑梓办事,Else
49,周岸标,深圳市,深圳市坪山新区社会管理局,副局长（正处级）,新社会管理,机关
49,周岸标,深圳市,深圳市人力资源和社会保障局,党组成员;副局长,人力资源和社会保障,人力资源
49,周岸标,广东省,共青团深圳市委,副部长;部长,共青团委,党
54,娄和儒,深圳市,市交通运输局（市港务管理局）,党组成员;副局长,交通运输（港务管理）,交通运输
54,娄和儒,深圳市,物流和供应链发展处（市泥头车安全专项整治工作领导小组办公室）,Blank,物流和供应链发展（泥头车安全专项整治工作领导小组）,发展和改革委员会
54,娄和儒,深圳市,港航管理处,Blank,港航管理,交通运输
54,娄和儒,深圳市,民航发展处,Blank,民航发展,发展和改革委员会
54,娄和儒,深圳市,宝安管理局,Blank,管理,机关
54,娄和儒,深圳市,光明管理局,Blank,光明管理,机关
54,娄和儒,深圳市,深圳港引航站,Blank,港引航站,Else
54,娄和儒,深圳市,主持局直属机关,Blank,主持直属机关,机关
54,娄和儒,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员;副主任（副局长）,交通运输（港务管理）,交通运输
54,娄和儒,深圳市,市交通局政工人事处,副处长;纪委副书记,交通政工人事,人力资源
54,娄和儒,深圳市,安全技术处,处长,安全技术,科学技术
54,娄和儒,深圳市,政工人事处,处长,政工人事,人力资源
54,娄和儒,深圳市,市交通运输委员会人事处,处长,交通运输人事,人力资源
58,孙福金,深圳市,深圳市人力资源和社会保障局,局长,人力资源和社会保障,人力资源
58,孙福金,深圳市,深圳市人力资源和社会保障局,党组书记,人力资源和社会保障,人力资源
58,孙福金,深圳市,深圳市机构编制委员会,办公室主任,机构编制,党
58,孙福金,深圳市,深圳市机构编制委员会办公室,办公室副主任,机构编制,党
58,孙福金,深圳市,深圳市机构编制委员会办公室,办公室副主任,机构编制,党
58,孙福金,深圳市,深圳市人事局（编办）,党组成员,人事（编办）,人力资源
52,尹杰,深圳市,深圳市生态环境局,党组成员;副局长,生态环境,生态环境
52,尹杰,深圳市,生态环境保护督查处,Blank,生态环境保护督查,生态环境
52,尹杰,深圳市,水生态环境处,Blank,水生态环境,生态环境
52,尹杰,深圳市,市饮用水源保护管理办公室,Blank,饮用水源保护管理,水利
52,尹杰,深圳市,市生态环境局宝安分局,Blank,生态环境分,生态环境
52,尹杰,深圳市,市生态环境局光明分局,Blank,生态环境光明分,生态环境
52,尹杰,深圳市,深圳市人居环境委员会水和土壤环境管理处,处长,人居环境水和土壤环境管理,生态环境
52,尹杰,深圳市,深圳市人居环境委员会污染物排放总量控制处,处长,人居环境污染物排放总量控制,生态环境
52,尹杰,深圳市,深圳市人居环境委员会污染减排处,调研员,人居环境污染减排,生态环境
52,尹杰,深圳市,深圳市人居环境委员会污染减排处,副处长,人居环境污染减排,生态环境
52,尹杰,深圳市,深圳市环境保护局生态市建设办公室,主任,环境保护生态建设,生态环境
52,尹杰,深圳市,深圳市污染源普查办公室,主任,污染源普查,生态环境
52,尹杰,深圳市,深圳市污染减排,办公室主任,污染减排,生态环境
52,尹杰,深圳市,深圳市污染源普查办公室,办公室主任,污染源普查,生态环境
52,尹杰,深圳市,深圳市环境保护局规划处,副处长,环境保护规划,生态环境
52,尹杰,深圳市,深圳市环境保护局规划处,主任科员,环境保护规划,生态环境
52,尹杰,深圳市,深圳市环境保护局规划处,副主任科员,环境保护规划,生态环境
52,尹杰,深圳市,深圳市环境综合治理办公室,秘书部科员,环境综合治理,生态环境
52,尹杰,深圳市,深圳市环境保护监测站,助理工程师,环境保护监测站,生态环境
52,尹杰,南京市,南京大学环境化学专业,学生,南京大学环境化学专业,生态环境
56,廖远飞,深圳市,深圳市委办公厅,正处级秘书,委办公厅,党
56,廖远飞,深圳市,市工商行政管理局（物价局）宝安分局,局长,工商行政管理（物价）分,机关
56,廖远飞,深圳市,市工商行政管理局（物价局）,副局长,工商行政管理（物价）,机关
56,廖远飞,深圳市,市场监管局,副局长,场监管,市场监督
56,廖远飞,深圳市,市场监管局（知识产权局）,副局长,场监管（知识产权）,市场监督
56,廖远飞,深圳市,市委办公厅,副主任,委办公厅,党
53,张亚立,深圳市,深圳市生态环境局,党组成员;副局长,生态环境,生态环境
53,张亚立,深圳市,机关党委（人事处）,Blank,机关党委（人事）,人力资源
53,张亚立,深圳市,规划发展与财务处,Blank,规划发展与财务,发展和改革委员会
53,张亚立,深圳市,自然生态与海洋生态保护处,Blank,自然生态与海洋生态保护,自然资源
53,张亚立,深圳市,市生态环境智控中心（市生态环境宣传教育中心）,Blank,生态环境智控中心（生态环境宣传教育中心）,教育
53,张亚立,深圳市,一带一路环境技术交流与转移中心（深圳）,Blank,一带一路环境技术交流与转移中心（）,科学技术
53,张亚立,深圳市,市生态环境局盐田分局,Blank,生态环境分,生态环境
53,张亚立,深圳市,市生态环境局大鹏新区分局,Blank,生态环境大鹏新分,生态环境
53,张亚立,深圳市,深圳市东江环保股份有限公司,总裁助理（挂职）,东江环保股份有限公司,生态环境
53,张亚立,深圳市,深圳市人居环境委员会生态文明建设处,处长,人居环境生态文明建设,生态环境
53,张亚立,深圳市,深圳市人居环境委员会污染减排处,处长,人居环境污染减排,生态环境
53,张亚立,深圳市,深圳市人居环境委员会污染减排处,调研员,人居环境污染减排,生态环境
53,张亚立,深圳市,深圳市人居环境委员会污染减排处,副处长,人居环境污染减排,生态环境
53,张亚立,深圳市,深圳市高新办建设协调处,副处长,高新办建设协调,科学技术
53,张亚立,深圳市,深圳市高新办建设协调处主任,科员,高新办建设协调主任,科学技术
53,张亚立,深圳市,深圳市宝安区建设局建设管理,人事管理员,建设建设管理,住房
53,张亚立,深圳市,深圳石化集团,质检员,石化集团,Else
53,张亚立,兰州市,兰州大学化学专业,学员,兰州大学化学专业,高等院校
55,张学凡,深圳市,深圳市住房和建设局,局长,住房和建设,住房
55,张学凡,深圳市,Blank,党组书记,Blank,Else
55,张学凡,深圳市,深圳市福田区建筑工务局,局长,建筑工务,住房
55,张学凡,深圳市,福田区住房和建设局,局长,住房和建设,住房
55,张学凡,深圳市,深圳市住房和建设局,党组成员,住房和建设,住房
55,张学凡,深圳市,市住房保障署,署长,住房保障署,住房
58,张涞临,深圳市,教育局,二级巡视员,教育,教育
58,张涞临,深圳市,教育局,巡视员,教育,教育
58,张涞临,深圳市,教育局,副局长;党组成员,教育,教育
58,张涞临,深圳市,市委教育工委,委员,委教育工委,教育
58,张涞临,深圳市,坪山新区党工委,职位委员;管理委员会副主任,新党工委,党
58,张涞临,深圳市,贸易工业局,副局长;党组成员,贸易工业,工业和信息化
51,张礼卫,深圳市,深圳市水务局,党组书记;局长,水务,水利
51,张礼卫,深圳市,市水污染治理指挥部,办公室主任,水污染治理指挥部,生态环境
