age,name,location,organization,position,org_key,org_class
56,王东,深圳市,区总工会,主席,总工会,社会保障
56,王东,深圳市,市南山区政府,副区长;党组成员,政府,机关
56,王东,深圳市,计划财务处,Blank,计划财务,Else
56,王东,深圳市,市政交通处（市地下管线管理办公室）,Blank,政交通（地下管线管理）,交通运输
56,王东,深圳市,生态修复和地质环境处（市地面坍塌防治领导小组办公室）,Blank,生态修复和地质环境（地面坍塌防治领导小组）,生态环境
56,王东,深圳市,南山管理局,Blank,管理,机关
56,王东,深圳市,宝安管理局,Blank,管理,机关
56,王东,深圳市,市梧桐山风景管理处,Blank,梧桐山风景管理,机关
56,王东,深圳市,深圳大鹏半岛国家地质公园管理处,Blank,大鹏半岛国家地质公园管理,机关
56,王东,深圳市,广东内伶仃福田国家自然保护区管理局,Blank,广东内伶仃国家自然保护管理,机关
57,王伟雄,深圳市,深圳市生态环境局,巡视员,生态环境,生态环境
57,王伟雄,深圳市,办公室;市生态环境局福田分局,Blank,;生态环境分,生态环境
57,王伟雄,深圳市,深圳市人居环境委员会,党组成员;副主任,人居环境,生态环境
57,王伟雄,深圳市,深圳市坪山新区,党工委委员,新,Else
57,王伟雄,深圳市,综合办公室,主任,综合,Else
57,王伟雄,深圳市,深圳市坪山新区经济服务,局长,新经济服务,财政
57,王伟雄,深圳市,深圳市大工业区管委会,办公室主任,大工业管委会,工业和信息化
57,王伟雄,深圳市,深圳市大工业区管委会建设处,处长,大工业管委会建设,工业和信息化
57,王伟雄,深圳市,深圳市大工业区管委会招商处,处长,大工业管委会招商,工业和信息化
57,王伟雄,深圳市,深圳市龙岗大工业区管委会招商处,副处长,大工业管委会招商,工业和信息化
57,王伟雄,深圳市,深圳市福田保税区经济发展总公司,总经理助理;党委委员,保税经济发展总公司,发展和改革委员会
57,王伟雄,深圳市,国资办,副主任,国资办,国有资产监督管理
57,王伟雄,深圳市,深圳市福田区梅林街道办,经济办主任;党委委员,梅林街道办,机关
57,王伟雄,深圳市,深圳市环境保护局规划处,副主任科员,环境保护规划,生态环境
57,王伟雄,深圳市,深圳市环境保护局,科员,环境保护,生态环境
57,王伟雄,广东省,中山大学自然地理专业,学生,中山大学自然地理专业,高等院校
55,王幼鹏,深圳市,市规划与国土资源局南山分局,局长,规划与国土资源分,国有资产监督管理
55,王幼鹏,深圳市,市规划局滨海分局,局长,规划滨海分,国有资产监督管理
55,王幼鹏,深圳市,市规划局,副局长;党组成员,规划,国有资产监督管理
55,王幼鹏,深圳市,市规划和国土资源委员会,副主任;党组成员,规划和国土资源,国有资产监督管理
55,王幼鹏,深圳市,中共深圳市龙岗区,区委常委;副区长;常务副区长,中共,党
55,王幼鹏,深圳市,市人民政府,副秘书长（正局级）,人民政府,民政
56,王水发,深圳市,教育局,副局长;党组成员,教育,教育
56,王水发,深圳市,市委教育工委,委员,委教育工委,教育
57,王爱朝,深圳市,深圳市土地投资开发中心,总工程师,土地投资开发中心,财政
57,王爱朝,深圳市,市建筑工务署土地开发中心,总工程师,建筑工务署土地开发中心,住房
57,王爱朝,深圳市,光明新区建筑工务和土地开发中心,主任,光明新建筑工务和土地开发中心,住房
57,王爱朝,深圳市,光明新区土地整备中心,主任,光明新土地整备中心,Else
57,王爱朝,深圳市,前海管理局规划建设处,处长,前海管理规划建设,住房
50,王策飞,深圳市,罗湖区重建局,局长,罗湖重建,Else
50,王策飞,深圳市,罗湖区城市更新局,局长,罗湖城更新,Else
50,王策飞,深圳市,市城市更新局,局长,城更新,Else
50,王策飞,深圳市,自然资源调查监测和确权登记处,Blank,自然资源调查监测和确权登记,自然资源
50,王策飞,深圳市,自然资源所有者权益处,Blank,自然资源所有者权益,自然资源
50,王策飞,深圳市,自然资源开发利用处,Blank,自然资源开发利用,自然资源
50,王策飞,深圳市,国土空间用途管制和耕地保护处,Blank,国土空间用途管制和耕地保护,国有资产监督管理
50,王策飞,深圳市,罗湖管理局,Blank,罗湖管理,机关
50,王策飞,深圳市,市土地房产交易中心（市矿业权交易中心）,Blank,土地房产交易中心（矿业权交易中心）,住房
50,王策飞,深圳市,市房地产评估中心（市地质环境监测中心）,Blank,房地产评估中心（地质环境监测中心）,生态环境
50,皮勇华,深圳市,龙岗区布吉镇,党委委员,布吉镇,Else
50,皮勇华,深圳市,布吉街道,党工委委员,布吉街道,机关
50,皮勇华,深圳市,坂田街道,党工委组织宣传委员,坂田街道,机关
50,皮勇华,深圳市,宣传部,部长,宣传部,Else
50,皮勇华,深圳市,组织部,部长,组织部,人力资源
50,皮勇华,深圳市,总工会,主席,总工会,社会保障
50,皮勇华,深圳市,龙岗区总工会,常务副主席,总工会,社会保障
50,皮勇华,深圳市,龙岗区人力资源局,局长,人力资源,人力资源
50,皮勇华,深圳市,直属机关,党委书记,直属机关,机关
50,皮勇华,深圳市,龙岗区委组织部,副部长,委组织部,人力资源
50,皮勇华,深圳市,龙岗区坂田街道,党工委书记,坂田街道,机关
50,皮勇华,深圳市,养老服务和儿童福利处,Blank,养老服务和儿童福利,社会保障
50,皮勇华,深圳市,机关党委（人事处）,Blank,机关党委（人事）,人力资源
50,皮勇华,深圳市,市养老护理院,Blank,养老护理院,Else
50,皮勇华,深圳市,分管领域和分管部门单位,Blank,分管领域和分管部门单位,Else
50,皮勇华,深圳市,老龄服务事业产业联合会,Blank,老龄服务事业产业联合会,Else
50,皮勇华,深圳市,市老龄事业发展基金会,Blank,老龄事业发展基金会,发展和改革委员会
50,皮勇华,深圳市,市社会福利协会,Blank,社会福利协会,社会保障
50,皮勇华,深圳市,市社会福利基金会,Blank,社会福利基金会,社会保障
51,聂新平,深圳市,发展和改革委员会,党组书记;主任,发展和改革,发展和改革委员会
51,聂新平,深圳市,发展和改革委员会,党组书记;主任,发展和改革,发展和改革委员会
51,聂新平,深圳市,人民政府,区长党组书记;纪委委员,人民政府,民政
51,聂新平,深圳市,罗湖区委副书记,区长;党组书记,罗湖委副书记,党
51,聂新平,深圳市,区人民政府,第六届市纪委委员,人民政府,民政
51,聂新平,深圳市,罗湖区委,副书记,罗湖委,党
51,聂新平,深圳市,区人民政府,党组书记,人民政府,民政
51,聂新平,深圳市,人民政府办公厅,主任;党组副书记,人民政府办公厅,民政
51,聂新平,深圳市,人民政府办公厅,副主任;党组成员,人民政府办公厅,民政
51,聂新平,深圳市,人民政府办公厅综合处,处长,人民政府办公厅综合,民政
51,聂新平,深圳市,人民政府办公厅社会处,副处长;综合处副处长,人民政府办公厅社会,民政
51,聂新平,深圳市,人民政府办公厅综合处,主任;科员,人民政府办公厅综合,民政
51,聂新平,深圳市,人民政府办公厅总值班室干部,副主任科员;综合处副主任科员,人民政府办公厅总值班室,民政
51,聂新平,深圳市,中信集团中大投资管理有限公司,干部,中信集团中大投资管理有限公司,财政
51,聂新平,深圳市,招商银行证券业务部,干部,招商银行证券业务部,银行
51,聂新平,深圳市,通广—北电有限公司生产部,主管,通广—北电有限公司生产部,Else
51,聂新平,北京市,经济管理系国民经济管理专业,学习生,经济管理系国民经济管理专业,财政
57,肖民,深圳市,住房和建设局党,党组成员;巡视员,住房和建设党,住房
57,肖民,深圳市,政策法规处,Blank,政策法规,司法
57,肖民,深圳市,燃气发展与市政管廊处（市燃气管道安全管理办公室）,Blank,燃气发展与政管廊（燃气管道安全管理）,发展和改革委员会
57,肖民,深圳市,市建设工程造价管理站,Blank,建设工程造价管理站,住房
57,肖民,深圳市,铁道部第三勘察设计院,副总工程师,铁道部第三勘察设计院,Else
57,肖民,深圳市,深圳市地铁集团有限公司,总工程师;董事;总经理;党委副书记,地铁集团有限公司,Else
53,胡卫东,深圳市,深圳市财政局,党组成员,财政,财政
53,胡卫东,深圳市,Blank,副局长,Blank,Else
53,胡卫东,深圳市,法规税政处,Blank,法规税政,司法
53,胡卫东,深圳市,资源环境处,Blank,资源环境,生态环境
53,胡卫东,深圳市,社会保障处,Blank,社会保障,社会保障
53,胡卫东,深圳市,深圳市统计局,党组成员;副局长,统计,统计
53,胡卫东,深圳市,机关,党委书记,机关,机关
53,胡卫东,深圳市,深圳市统计局,党组成员;副局长,统计,统计
53,胡卫东,深圳市,深圳市统计局,党组成员;总统计师,统计,统计
57,胡晓清,深圳市,深圳市工业和信息化局,党组副局长,工业和信息化,工业和信息化
57,胡晓清,深圳市,新兴产业处,副局长,新兴产业,Else
57,胡晓清,深圳市,资源综合利用和电力处,Blank,资源综合利用和电力,Else
57,胡晓清,深圳市,机关党委（人事处）,Blank,机关党委（人事）,人力资源
57,胡晓清,深圳市,深圳市经济贸易和信息化委员会,党组副主任,经济贸易和信息化,工业和信息化
57,胡晓清,深圳市,中共深圳市龙华新区工作委员会,委员,中共新工作,党
57,胡晓清,深圳市,深圳市龙华新区管理委员会,副主任,新管理,党
57,胡晓清,深圳市,深圳市科技工贸和信息化委员会秘书处,处长;机关党委副书记;纪委书记,科技工贸和信息化秘书,科学技术
57,胡晓清,深圳市,深圳市贸工局办公室,处长;纪委委员;工会副主席,贸工,财政
57,胡晓清,深圳市,深圳市贸工局计划财务处,处长;纪委委员;工会副主席,贸工计划财务,财政
57,胡晓清,深圳市,深圳市贸工局外商投资管理处,处长;纪委委员;工会副主席,贸工外商投资管理,财政
57,胡晓清,深圳市,深圳市贸工局外商投资管理处,副处长（正处级）纪委委员,贸工外商投资管理,财政
57,胡晓清,深圳市,深圳市外经贸局外资审批处,处长,外经贸外资审批,财政
57,胡晓清,深圳市,深圳市外经贸局外资审批处,副处长,外经贸外资审批,财政
57,胡晓清,深圳市,深圳市投资促进中心,科员,投资促进中心,财政
57,胡晓清,深圳市,深圳市外资服务中心,科员,外资服务中心,Else
57,胡晓清,深圳市,深圳市信息中心,科员,信息中心,Else
55,艾传荣,深圳市,发展和改革委员会,副巡视员,发展和改革,发展和改革委员会
55,艾传荣,深圳市,重大项目办公室（设在市发改委）,副主任,重大项目（设在发改委）,发展和改革委员会
55,艾传荣,深圳市,发展和改革委员会发展规划处,处长,发展和改革发展规划,发展和改革委员会
55,艾传荣,深圳市,发展和改革委员会城市发展处,处长,发展和改革城发展,发展和改革委员会
58,苏剑,深圳市,深圳市交通运输局（市港务管理局）,副巡视员,交通运输（港务管理）,交通运输
58,苏剑,深圳市,市公路局政工人事处,处长,公路政工人事,人力资源
58,苏剑,深圳市,深圳市交通运输委员会光明交通局,局长,交通运输光明交通,交通运输
58,苏剑,深圳市,西部交通局,局长,西部交通,交通运输
58,苏剑,深圳市,深圳市交通运输委员会政工人事处,处长,交通运输政工人事,人力资源
58,苏剑,深圳市,深圳市交通运输局机关,党委（人事处）处长,交通运输机关,交通运输
50,蒋小文,深圳市,深圳市司法局,党委副书记;副局长,司法,司法
50,蒋小文,深圳市,社会法规处,Blank,社会法规,司法
50,蒋小文,深圳市,环资法规处,Blank,环资法规,司法
50,蒋小文,深圳市,经济法规处,Blank,经济法规,司法
50,蒋小文,深圳市,法律事务处,Blank,法律事务,司法
50,蒋小文,深圳市,文件审查处,Blank,文件审查,Else
50,蒋小文,深圳市,宣传教育处,Blank,宣传教育,教育
50,蒋小文,深圳市,新闻办公室,Blank,新闻,Else
50,蒋小文,深圳市,盐田区司法局,Blank,司法,司法
50,蒋小文,深圳市,龙岗区司法局,Blank,司法,司法
50,蒋小文,深圳市,深圳市政府法制办公室（市法律顾问室）,副主任;党组成员,政府法制（法律顾问室）,司法
50,蒋小文,深圳市,深圳市中级人民法院,党组成员,中级人民法院,司法
50,蒋小文,深圳市,政治部,副处长,政治部,党
50,蒋小文,深圳市,Blank,主任,Blank,Else
56,蒋溪林,深圳市,深圳市司法局,党委书记;局长,司法,司法
56,蒋溪林,深圳市,福田区司法局,Blank,司法,司法
56,蒋溪林,深圳市,深圳市司法局,党委书记;局长,司法,司法
56,蒋溪林,深圳市,深圳市中级人民法院,党组成员,中级人民法院,司法
56,蒋溪林,深圳市,政治部,副处长,政治部,党
56,蒋溪林,深圳市,Blank,处长,Blank,Else
56,蒋溪林,深圳市,Blank,处长,Blank,Else
56,蒋溪林,深圳市,Blank,主任,Blank,Else
55,蔡茂洲,深圳市,教育局,主任督学,教育,教育
54,薛峰,深圳市,深圳市住房和建设局,副局长;党组成员,住房和建设,住房
54,薛峰,深圳市,规划与建设处,Blank,规划与建设,住房
54,薛峰,深圳市,房地产业处,Blank,房地产业,住房
54,薛峰,深圳市,重点项目建设处,Blank,重点项目建设,住房
54,薛峰,深圳市,市住房公积金管理中心,Blank,住房公积金管理中心,住房
54,薛峰,深圳市,市房地产,Blank,房地产,住房
54,薛峰,深圳市,城市建设发展研究中心,Blank,城建设发展研究中心,发展和改革委员会
54,薛峰,深圳市,市规划与国土资源局规划处,处长,规划与国土资源规划,国有资产监督管理
54,薛峰,深圳市,市规划局规划处,处长,规划规划,国有资产监督管理
54,薛峰,深圳市,总师室,主任,总师室,Else
54,薛峰,深圳市,市规划局,副局长,规划,国有资产监督管理
54,薛峰,深圳市,市规划和国土资源委员会,副主任,规划和国土资源,国有资产监督管理
52,裘颖颖,深圳市,深圳市住房和建设局,党组成员,住房和建设,住房
52,裘颖颖,深圳市,市住房保障署,署长,住房保障署,住房
52,裘颖颖,深圳市,住房改革与发展处,Blank,住房改革与发展,发展和改革委员会
52,裘颖颖,深圳市,市住房保障署,Blank,住房保障署,住房
52,裘颖颖,深圳市,深圳市住房和建设局住房保障处,处长,住房和建设住房保障,住房
52,裘颖颖,深圳市,规划与建设处,处长,规划与建设,住房
52,裘颖颖,深圳市,市住房保障署,副署长,住房保障署,住房
56,詹有力,深圳市,原市规划国土局市中外房地产导报社,副社长,原规划国土中外房地产导报社,住房
56,詹有力,深圳市,原市房地产估价中心,副主任,原房地产估价中心,住房
56,詹有力,深圳市,市土地储备中心,副主任,土地储备中心,粮食物资储备
56,詹有力,深圳市,原市国土资源和房产管理局办公室,副调研员,原国土资源和房产管理,住房
56,詹有力,深圳市,市规划和国土资源委员会（市海洋局）秘书处,副调研员;调研员,规划和国土资源（海洋）秘书,自然资源
56,詹有力,深圳市,市规划和国土资源委员会（市海洋局）,处长,规划和国土资源（海洋）,自然资源
56,詹有力,深圳市,政策法规处（审批综合处）,Blank,政策法规（审批综合）,司法
56,詹有力,深圳市,空间信息管理处（市多规合一工作办公室）,Blank,空间信息管理（多规合一工作）,机关
56,詹有力,深圳市,福田管理局,Blank,管理,机关
56,詹有力,深圳市,市规划国土房产信息中心（市空间地理信息中心）,Blank,规划国土房产信息中心（空间地理信息中心）,住房
56,詹有力,深圳市,市不动产登记中心,Blank,不动产登记中心,Else
56,詹有力,深圳市,市数字城市工程研究中心秘书,Blank,数字城工程研究中心秘书,Else
58,许少英,深圳市,深圳市人力资源和社会保障局,党组成员;副局长,人力资源和社会保障,人力资源
58,许少英,深圳市,深圳市人力资源和社会保障局,二级巡视员,人力资源和社会保障,人力资源
58,许少英,深圳市,政策法规处,Blank,政策法规,司法
58,许少英,深圳市,就业促进与失业保险处,Blank,就业促进与失业保险,社会保障
58,许少英,深圳市,市公共就业服务中心,Blank,公共就业服务中心,Else
58,许少英,深圳市,深圳市劳动和社会保障局,党组成员;副局长,劳动和社会保障,社会保障
58,许少英,深圳市,深圳市劳动局,党组成员;副局长,劳动,Else
49,许建领,深圳市,教育局,副局长;党组成员,教育,教育
49,许建领,深圳市,市委教育工委,委员,委教育工委,教育
60,许露露,深圳市,深圳市生态环境局,党组成员,生态环境,生态环境
60,许露露,深圳市,深圳市人居环境委员会,党组成员,人居环境,生态环境
60,许露露,深圳市,深圳市人居环境委员会,党组成员,人居环境,生态环境
60,许露露,深圳市,机关,党委专职书记,机关,机关
60,许露露,深圳市,深圳市人居环境委员会人事处,处长,人居环境人事,人力资源
60,许露露,深圳市,深圳市环保局,员工,环保,生态环境
60,许露露,深圳市,深圳市怡乐股份有限公司办公室,副主任,怡乐股份有限公司,Else
60,许露露,深圳市,部队,兵人,部队,部队
51,谷云宏,深圳市,深圳市人力资源和社会保障局,党组成员;副局长,人力资源和社会保障,人力资源
51,谷云宏,深圳市,安全生产工作,Blank,安全生产工作,Else
51,谷云宏,深圳市,分管局办公室,Blank,分管,Else
51,谷云宏,深圳市,人才开发合作处,Blank,人才开发合作,Else
51,谷云宏,深圳市,人力资源市场处,Blank,人力资源场,人力资源
51,谷云宏,深圳市,专业技术人员管理处,Blank,专业技术人员管理,科学技术
51,谷云宏,深圳市,事业单位人事管理处,Blank,事业单位人事管理,人力资源
51,谷云宏,深圳市,工资福利处,Blank,工资福利,社会保障
51,谷云宏,深圳市,人事处,Blank,人事,人力资源
51,谷云宏,深圳市,市人事人才公共服务中心,Blank,人事人才公共服务中心,人力资源
51,谷云宏,深圳市,市公安局,党委委员,公安,公安
51,谷云宏,深圳市,政治部,主任,政治部,党
51,谷云宏,深圳市,市委组织部干部一处,处长,委组织部一,人力资源
51,谷云宏,深圳市,市委组织部干部一处（干部培训处）,处长,委组织部一（培训）,人力资源
51,谷云宏,深圳市,深圳市委组织部干部一处,副处长,委组织部一,人力资源
52,贾丽巍,深圳市,建设管理处,Blank,建设管理,住房
52,贾丽巍,深圳市,龙华管理局,Blank,管理,机关
52,贾丽巍,深圳市,大鹏管理局,Blank,大鹏管理,机关
52,贾丽巍,深圳市,市交通公用设施建设中心,Blank,交通公用设施建设中心,住房
52,贾丽巍,深圳市,市交通工程质量监督站（市交通工程造价管理站、市交通工程施工安全监督站）,Blank,交通工程质量监督站（交通工程造价管理站、交通工程施工安全监督站）,交通运输
52,贾丽巍,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员;副主任（副局长）,交通运输（港务管理）,交通运输
52,贾丽巍,深圳市,市交通运输局（市港务管理局）,党组成员;副局长,交通运输（港务管理）,交通运输
52,贾丽巍,深圳市,深圳市交通局规划建设处,副处长,交通规划建设,住房
52,贾丽巍,深圳市,河源市和平县政府,副县长,河源和平县政府,机关
52,贾丽巍,深圳市,和平县,委常委;县委办主任,和平县,Else
52,贾丽巍,深圳市,河源市委组织部,副部长;非公有制经济组织和社会组织党工委书记,河源委组织部,人力资源
52,贾丽巍,深圳市,河源市委组织部,空港处调研员;处长,河源委组织部,人力资源
52,贾丽巍,深圳市,深圳市交通运输委员会空港处,局长,交通运输空港,交通运输
52,贾丽巍,深圳市,光明交通运输局,Blank,光明交通运输,交通运输
57,贾兴东,深圳市,深圳市工业和信息化局党组,书记;局长,工业和信息化党组,工业和信息化
57,贾兴东,深圳市,深圳市经济贸易和信息化委员会,党组书记,经济贸易和信息化,工业和信息化
57,贾兴东,深圳市,深圳市职业技术学院,校长;党委副书记,职业技术学院,科学技术
57,贾兴东,深圳市,深圳市经济贸易和信息化委员会,副主任;党组成员,经济贸易和信息化,工业和信息化
57,贾兴东,深圳市,深圳市科技工贸和信息化委员会,副主任;党组成员,科技工贸和信息化,科学技术
57,贾兴东,深圳市,深圳市科技和信息局,副局长;党组成员,科技和信息,科学技术
57,贾兴东,深圳市,深圳市信息化办公室,副主任;党组成员,信息化,工业和信息化
57,贾兴东,深圳市,中国(深圳)综合开发研究院,教授;主任研究员,中国()综合开发研究院,Else
57,贾兴东,香港,香港城市大学电子工程系和创意媒体学院,高级研究员,香港城大学电子工程系和创意媒体学院,高等院校
57,贾兴东,西安市,西安交通大学,助教;讲师;副教授,西安交通大学,交通运输
52,贾长胜,深圳市,深圳市工业和信息化局党组,成员,工业和信息化党组,工业和信息化
52,贾长胜,深圳市,深圳市中小企业服务局,局长,中小企业服务,Else
52,贾长胜,深圳市,深圳市投资推广署,副署长;党总支副书记,投资推广署,财政
52,贾长胜,深圳市,深圳市投资推广署,副署长,投资推广署,财政
52,贾长胜,深圳市,直属机关,党支部副书记,直属机关,机关
52,贾长胜,深圳市,深圳市龙岗区经济促进局,局长,经济促进,财政
52,贾长胜,深圳市,直属机关,党委书记,直属机关,机关
52,贾长胜,深圳市,深圳市龙岗区经济促进局,局长,经济促进,财政
52,贾长胜,深圳市,深圳市科技工贸和信息化委员会政策法规处,处长,科技工贸和信息化政策法规,科学技术
52,贾长胜,深圳市,深圳市高新办投资促进处,副处长;处长,高新办投资促进,科学技术
