生日,人物,t_start,t_end,地点,机构,职位
1962.05,许少英,2004.03,2009.08,深圳市,深圳市劳动和社会保障局,党组成员;副局长
1962.05,许少英,2001.08,2004.03,深圳市,深圳市劳动局,党组成员;副局长
1971.04,许建领,2015.11,2019.12,深圳市,教育局，市委教育工委,副局长;党组成员，委员
1960.02,许露露,2019.01,2019.12,深圳市,深圳市生态环境局,党组成员
1960.02,许露露,2018.04,2019.01,深圳市,深圳市人居环境委员会,党组成员
1960.02,许露露,2011.01,2018.04,深圳市,深圳市人居环境委员会，机关,党组成员，党委专职书记
1960.02,许露露,2009.1,2011.01,深圳市,深圳市人居环境委员会人事处,处长
1960.02,许露露,1995.03,2009.1,深圳市,深圳市环保局,员工
1960.02,许露露,1995.01,1995.03,深圳市,深圳市怡乐股份有限公司办公室,副主任
1960.02,许露露,1978.11,1994.1,深圳市,部队,兵人
1969.06,谷云宏,2018.12,2019.12,深圳市,深圳市人力资源和社会保障局，安全生产工作，分管局办公室，人才开发合作处，人力资源市场处，专业技术人员管理处，事业单位人事管理处，工资福利处，人事处，市人事人才公共服务中心,党组成员;副局长
1969.06,谷云宏,2015.07,2018.12,深圳市,市公安局，政治部,党委委员，主任
1969.06,谷云宏,2011.03,2015.07,深圳市,市委组织部干部一处,处长
1969.06,谷云宏,2009.1,2011.03,深圳市,市委组织部干部一处（干部培训处）,处长
1969.06,谷云宏,2003.06,2009.1,深圳市,深圳市委组织部干部一处,副处长
1968.07,贾丽巍,2019.01,2019.12,深圳市,建设管理处，龙华管理局，大鹏管理局，市交通公用设施建设中心，市交通工程质量监督站（市交通工程造价管理站、市交通工程施工安全监督站）,Blank
1968.07,贾丽巍,2018.01,2019.01,深圳市,深圳市交通运输委员会（市港务管理局），市交通运输局（市港务管理局）,党组成员;副主任（副局长），党组成员;副局长
1968.07,贾丽巍,1993.05,2018.01,深圳市,深圳市交通局规划建设处，河源市和平县政府，和平县，河源市委组织部，河源市委组织部，深圳市交通运输委员会空港处，光明交通运输局,副处长，副县长，委常委;县委办主任，副部长;非公有制经济组织和社会组织党工委书记，空港处调研员;处长，局长
1963.08,贾兴东,2019.01,2019.12,深圳市,深圳市工业和信息化局党组,书记;局长
1963.08,贾兴东,2018.08,2019.01,深圳市,深圳市经济贸易和信息化委员会,党组书记
1963.08,贾兴东,2016.11,2018.08,深圳市,深圳市职业技术学院,校长;党委副书记
1963.08,贾兴东,2012.02,2016.11,深圳市,深圳市经济贸易和信息化委员会,副主任;党组成员
1963.08,贾兴东,2009.08,2012.02,深圳市,深圳市科技工贸和信息化委员会,副主任;党组成员
1963.08,贾兴东,2004.03,2009.08,深圳市,深圳市科技和信息局,副局长;党组成员
1963.08,贾兴东,2002.08,2004.03,深圳市,深圳市信息化办公室,副主任;党组成员
1963.08,贾兴东,2001.04,2002.08,深圳市,中国(深圳)综合开发研究院,教授;主任研究员
1963.08,贾兴东,1992.05,2001.03,香港,香港城市大学电子工程系和创意媒体学院,高级研究员
1963.08,贾兴东,1986.01,1992.05,西安市,西安交通大学,助教;讲师;副教授
1968.04,贾长胜,2019.01,2019.12,深圳市,深圳市工业和信息化局党组，深圳市中小企业服务局,成员，局长
1968.04,贾长胜,2016.08,2019.01,深圳市,深圳市投资推广署,副署长;党总支副书记
1968.04,贾长胜,2014.07,2016.08,深圳市,深圳市投资推广署，直属机关,副署长，党支部副书记
1968.04,贾长胜,2014.04,2014.07,深圳市,深圳市龙岗区经济促进局，直属机关,局长，党委书记
1968.04,贾长胜,2011.03,2014.04,深圳市,深圳市龙岗区经济促进局,局长
1968.04,贾长胜,2009.1,2011.03,深圳市,深圳市科技工贸和信息化委员会政策法规处,处长
1968.04,贾长胜,2006.03,2009.1,深圳市,深圳市高新办投资促进处,副处长;处长
1968.04,贾长胜,2002.07,2006.03,深圳市,深圳市高新办招商处,主任科员
1968.04,贾长胜,2000.11,2002.07,深圳市,深港产学研基地产业部,项目经理
1968.04,贾长胜,1999.1,2000.11,深圳市,深圳市安君安全技术有限公司,副总经理
1968.04,贾长胜,1996.05,1999.1,深圳市,深圳市阳光股份有限公司投资部,总经理;副总裁
1968.04,贾长胜,1990.07,1996.05,深圳市,深圳市科技工业园总公司房产部,项目经理
1970.01,赵忠良,2019.09,2019.12,深圳市,深圳市财政局,党组成员;副局长
1970.01,赵忠良,2019.01,2019.12,深圳市,机关党委（人事处），教科文处，工贸金融处，深圳市财政信息中心，深圳市财政金融服务中心,Blank
1970.01,赵忠良,2016.01,2019.09,深圳市,深圳市人力资源和社会保障局,党组成员;副局长
1970.01,赵忠良,2013.08,2016.01,深圳市,深圳市审计局经济责任审计专业局,局长
1968.1,赵立,2016.11,2019.12,深圳市,教育局，市委教育工委,副局长;党组成员，委员
1972.07,邓晓俊,2019.01,2019.12,深圳市,深圳市科技创新委员会，深圳市外国专家局,党组副主任，局长
1972.07,邓晓俊,2019.01,2019.12,深圳市,政策法规处（审批综合处），外国专家和科技人才服务处,Blank
1972.07,邓晓俊,2016.07,2019.01,深圳市,深圳市外国专家局,局长
1972.07,邓晓俊,2013.1,2016.07,深圳市,深圳市人力资源和社会保障局政策法规处,处长
1972.07,邓晓俊,2009.1,2013.1,深圳市,深圳市人力资源和社会保障局政策法规处）,副处长
1972.07,邓晓俊,2008.01,2009.1,深圳市,深圳市人事局办公室（机关党委办公室）,副主任
1972.07,邓晓俊,2006.06,2008.01,深圳市,深圳市人事局（编办）政策法规处（市人事人才研究室）,副处长（副主任）
1972.07,邓晓俊,2003.1,2006.06,深圳市,深圳市人事局公务员与职员管理处,主任科员
1972.07,邓晓俊,2002.1,2003.1,深圳市,深圳市人事局政策法规处,主任科员
1972.07,邓晓俊,2002.06,2002.1,深圳市,深圳市人事局政策法规处,副主任科员
1972.07,邓晓俊,1999.03,2002.06,深圳市,深圳市人才交流服务中心,副主任科员
1972.07,邓晓俊,1997.07,1999.03,深圳市,深圳市人才交流服务中心,科员
1972.07,邓晓俊,1994.09,1997.07,武汉省,武汉大学国际法学专业,硕士研究生
1972.07,邓晓俊,1990.09,1994.06,武汉省,武汉大学国际法专业,本科生
1961.09,邱宣,2016.08,2019.12,深圳市,深圳市科技创新委员会,副主任;党组书记
1961.09,邱宣,2012.02,2016.08,深圳市,深圳市科技创新委员会,副主任;党组成员
1961.09,邱宣,2009.08,2012.02,深圳市,深圳市科技工贸和信息化委员会,副主任、党组成员
1961.09,邱宣,2007.01,2009.08,深圳市,深圳市高新办,副主任、党组成员
1961.09,邱宣,2005.11,2007.01,深圳市,深圳虚拟大学园管理服务中心,主任
1961.09,邱宣,2005.09,2011.06,吉林省,吉林大学东北亚研究院人口资源与环境经济学专业,博士研究生
1961.09,邱宣,2001.12,2005.11,深圳市,深圳虚拟大学园深圳虚拟大学园管理服务中心,副主任
1961.09,邱宣,2001.09,2004.09,吉林省,吉林大学东北亚研究院世界经济专业,研究生
1961.09,邱宣,2001.09,2001.12,深圳市,深圳虚拟大学管理服务中心,主任助理
1961.09,邱宣,1997.06,2001.09,深圳市,高新区服务中心,办公室主任
1961.09,邱宣,1994.03,1997.06,深圳市,深圳通海生物工程公司,副总经理;高级工程师
1961.09,邱宣,1992.04,1994.02,深圳市,深圳市国际生物工程有限公司,董事长助理
1961.09,邱宣,1988.02,1992.04,广西省,广西师范大学化学系,讲师
1961.09,邱宣,1986.09,1988.01,北京市,北京大学生物化学系,进修硕士研究生
1961.09,邱宣,1982.07,1986.08,广西省,广西师范大学化学系,助教
1961.09,邱宣,1978.1,1982.07,广西省,广西师范大学化学系,本科学生
1961.05,郑小霞,1978.09,2019.12,深圳市,市民政局办公室，财务审计处，政工人事处，社会福利和社会事务处,助理调研员，副处长，处长，处长
1961.05,郑小霞,1978.09,2019.12,深圳市,市社会福利中心，分管领域和分管部门单位,Blank
1963.08,郑晓生汉,2019.01,2019.12,北京市,工程质量安全处，建筑市场与招标投标监管处，市建筑工程质量安全监督总站，市市政工程质量安全监督总站，市建设工程交易服务中心,Blank
1963.08,郑晓生汉,1998.07,2019.01,深圳市,深圳市建筑工程质量安全监督总站，深圳市住房和建设局工程招标投标监管处，工程质量安全处，深圳市住房和建设局,站长，处长，处长，副局长;党组成员
1966.1,郑铁军,2019.01,2019.12,深圳市,深圳市财政局，市投资评审中心,党组成员，中心主任
1966.1,郑铁军,2019.01,2019.12,深圳市,市财政投资评审中心,Blank
1966.01,郑雷,2019.01,2019.12,深圳市,深圳市司法局，政治部,党委委员，主任
1966.01,郑雷,2019.01,2019.12,深圳市,机关，机关工会，团委，妇委会，帮扶办公室和基层管理处，龙华区司法局，光明区政法办,Blank
1966.01,郑雷,2018.06,2019.01,深圳市,深圳市盐田区沙头角街道,党工委书记
1966.01,郑雷,2016.1,2018.06,深圳市,深圳市盐田区沙头角街道，办事处,党工委书记，主任
1964.09,郭建,1980.1,2019.12,深圳市,深圳市委组织部老干处，组织处，组织一处，组织二处，机关,副处长，处长，主任，调研员，调研员，党委副书记
1964.09,郭建,1980.1,2019.12,深圳市,分管领域和分管部门单位,Blank
1978.08,郭跃华,2019.01,2019.12,深圳市,发展和改革委员会,党组成员;副主任
1978.08,郭跃华,2016.08,2019.01,深圳市,发展和改革委员会综合处,处长
1978.08,郭跃华,2016.05,2016.08,深圳市,发展和改革委员会服务业处,处长
1978.08,郭跃华,2012.06,2016.05,深圳市,龙岗区委员会，青年联合会,书记，主席
1978.08,郭跃华,2011.05,2012.06,深圳市,政府办公厅综合处,副处长
1978.08,郭跃华,2006.07,2011.05,深圳市,政府办公厅综合处,主任科员
1971.08,郭驰,2085.08,2018.06,广东省,地方税务局，深圳市地方税务局涉外检查分局，广东省地方税务局，质量技术监督局，深圳市市场监督管理局（市知识产权局），深圳市市场和质量监督管理委员会,办公室副主任，副局长，办公室主任，副局长;党组成员，党组成员;副局长，党组成员;副主任
1971.08,郭驰,2019.01,2019.12,深圳市,深圳市财政局，分管办公室（审批综合处），经济建设处，财政监督处，政府采购监督管理办公室,党组成员;副局长
1971.08,郭驰,2018.06,2019.01,深圳市,深圳市财政委员会,党组成员;副主任
1962.04,钟伟民,2019.05,2019.12,深圳市,深圳市交通运输局（市港务管理局），局规划计划处，河湖工作处，水旱灾害防御处，市水文水质中心，河道管理中心，铁岗·石岩水库管理处，公明供水调蓄工程管理处，茅洲河流域下沉督办协调组,党组成员;巡视员
1962.04,钟伟民,2016.09,2019.05,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员
1962.04,钟伟民,2013.07,2019.12,深圳市,深圳市水务局,党组成员;副局长
1962.04,钟伟民,1985.07,2013.07,深圳市,深圳市水务局供水管理处，深圳市水务局，深圳市水务局水资源处，深圳市东江水源工程管理处，深圳市排水管理处，深圳市水务局水污染治理处，深圳市水务局，深圳市三防办,处长，局长助理，处长，主任，处长，处长，办公室主任，主任
1963.12,钟晓鸿,2014.03,2019.12,深圳市,深圳市住房和建设局，财务审计处，市建筑废弃物管理办公室，市住房建设信息中心,副巡视员
1963.12,钟晓鸿,1984.07,2014.03,深圳市,深圳市环保局生态市建设办公室，深圳市环保局规划处，深圳市人居环境委员会秘书处,主任，处长，处长
1975.09,钟海,2016.05,2019.12,深圳市,深圳市科技创新委员会,副主任;党组成员
1975.09,钟海,2014.01,2016.05,深圳市,盐田港国际资讯有限公司,董事;总经理
1975.09,钟海,2012.06,2014.01,深圳市,深圳市盐田港集团有限公司,董事会秘书处;总经理
1975.09,钟海,2011.03,2012.06,深圳市,深圳市大铲湾港口投资发展有限公司,办公室主任
1975.09,钟海,2010.05,2011.03,深圳市,深圳市盐田港集团有限公司,董事会秘书处;副主任
1975.09,钟海,2007.12,2008.05,美国,美国佛罗里达大学,硕士研究生
1975.09,钟海,2006.1,2010.05,深圳市,深圳能源集团股份有限公司办公室，信息技术中心,业务主办，信息技术中心规划与架构经理;应用管理高级经理
1975.09,钟海,2006.08,2008.08,香港,香港科技大学工商管理专业,硕士研究生
1975.09,钟海,2004.01,2006.1,深圳市,深圳能源集团股份有限公司办公室,员工
1975.09,钟海,2002.02,2004.01,深圳市,深能集团妈湾电力公司月亮湾电厂企管部,计算机专工
1975.09,钟海,1998.07,2002.02,深圳市,深能集团妈湾电力公司月亮湾电厂运行部,燃机岗;汽机岗;副值长
1975.09,钟海,1994.09,1998.07,成都市,电子科技大学电气技术专业,本科生
1966.01,闵晓波,2019.01,2019.12,深圳市,福田区委组织部，深圳市人力资源和社会保障局，劳动关系处，局审批服务处，信访处，执法监督处，局信息中心,副部长;正处级副部长，;党组成员;副局长
1966.01,闵晓波,2008.01,2009.01,深圳市,福田区委组织部干部科,科长
1966.01,闵晓波,2004.07,2008.01,深圳市,福田区委组织部干部监督室,副主任;主任
1966.01,闵晓波,2003.09,2004.07,深圳市,深圳市福田区委组织部,办公室副主任
1972.01,陈强,2014.08,2019.12,深圳市,市轨道交通建设指挥部，轨道综合处;铁路拓展处,办公室副主任
1972.01,陈强,1993.07,2014.08,深圳市,市政府办公厅城建处;第二秘书处，市轨道交通建设指挥部,副处长，办公室处长
1970.06,陈文清,1992.07,2019.12,深圳市,深圳市委办公厅副处级，深圳市福田区人民法院，审判委员会，深圳市福田区莲花街道，华富街道,秘书，党组成员，委员;副院长;正处级审判员，办事处主任，党工委书记
1970.06,陈文清,1992.07,2019.12,深圳市,社会救助和社会事务处，基层政权建设和区划处，执法监督处，市救助管理站，市殡葬管理所，分管领域和分管部门单位,Blank
1971.07,陈秋明,2019.1,2019.09,深圳市,委教育工委,书记
1971.07,陈秋明,2019.1,2019.09,深圳市,教育局,局长;党组书记
1971.07,陈秋明,2019.1,2019.09,深圳市,市教育局,员工
1971.07,陈秋明,2019.08,2019.1,深圳市,市教育局,党组书记
1971.07,陈秋明,2016.1,2019.08,深圳市,职业技术学院,党委书记
1971.07,陈秋明,2015.04,2016.1,深圳市,职业技术学院,党委副书记;纪委书记
1971.07,陈秋明,2008.11,2015.04,深圳市,职业技术学院,副院长;党委委员;纪委书记
1964.03,陈郑兴,2019.01,2019.12,深圳市,深圳市司法局,巡视员
1964.03,陈郑兴,2019.01,2019.12,深圳市,机关工会，深圳公证处，前海公证处，联系坪山区司法局，大鹏新区综合办,Blank
1963.07,陈郑兴,2019.01,2019.12,深圳市,深圳市财政局,党组书记;局长
1964.03,陈郑兴,2018.02,2019.01,深圳市,深圳市司法局,巡视员
1964.03,陈郑兴,2016.01,2018.02,广东省,公安边防部队总医院,政委（正师职）
1963.07,陈郑兴,2015.07,2019.01,深圳市,深圳市财政委员会,党组书记;主任
1964.03,陈郑兴,2013.1,2016.01,广东省,公安边防总队政治部,主任
1963.07,陈郑兴,2009.08,2015.07,深圳市,深圳市财政委员会,成员;党组副主任
1963.07,陈郑兴,2001.08,2009.08,深圳市,深圳市财政局,成员，党组副局长
1969.09,顾楠洲,2019.05,2019.12,深圳市,深圳市交通运输局（市港务管理局）,党组成员;巡视员
1969.09,顾楠洲,2016.09,2019.05,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员
1969.09,顾楠洲,2013.07,2016.09,北京市,深圳市交通运输委员会（市港务管理局），市交通运输行政执法支队,党组成员，支队长
1969.09,顾楠洲,1991.07,2013.07,深圳市,中共南山区委政法委办公室，中共深圳市委办公厅，市交通局法制处，市交通运输委员会综合法规处，市交通运输委员会秘书处,办公室主任，副处级秘书;正处级秘书，处长，处长，处长
1974.09,高东春,2019.01,2019.12,深圳市,深圳市人力资源和社会保障局，职业能力建设处，市职业技能鉴定指导办公室，深圳技师学院，深圳第二高级技工学校，市高技能人才公共实训管理服务中心，市考试院,党组成员;副局长
1974.09,高东春,2016.12,2019.01,深圳市,深圳市司法局政治部,副主任（正处级）
1974.09,高东春,2013.1,2016.12,深圳市,深圳监狱,监狱长（正处级）
1974.09,高东春,2008.12,2013.1,深圳市,深圳市第一劳动教养管理所政治处,主任（副处级)
1965.03,高尔剑,2017.09,2019.12,深圳市,深圳市住房和建设局，房屋租赁管理处，房屋安全管理处，勘察设计与建设科技处，市建设科技促进中心，长圳项目领导小组办公室,党组成员;副局长
1965.03,高尔剑,1988.05,2017.09,深圳市,深圳市建设局科技教育处，建筑节能与墙材改革管理处，深圳市住房和建设局住房保障处，政策法规处，勘察设计与建筑业发展处处,处长，处长，处长，处长，处长
1964.04,高泉,2017.07,2019.12,深圳市,机关党委（人事处），建设工程消防设计审查处，建设工程消防验收处，市建设工程质量检测中心,Blank
1964.04,高泉,1992.09,2017.07,深圳市,深圳市建设工程质量检测中心，深圳市建设工程质量监督总站，深圳市住房和建设局勘察设计与建筑业管理处，深圳市第八批援疆工作队，深圳市对口支援新疆工作前方指挥部，喀什经济开发区党工委,主任，站长，处长，副领队，专职副总指挥;党委委员，党工委委员;管委会副主任
1964.08,高瞻,2019.01,2019.12,深圳市,深圳市工业和信息化局，产业规划处，预算监督处，工业投资和创新处，工展馆,副局长
1964.08,高瞻,1985.07,2019.01,深圳市,深圳市生产力促进中心，深圳市工业展览馆，深圳市公平贸易促进署,副主任，副馆长，署长
1964.05,黄臻,2016.05,2019.12,深圳市,深圳市科技创新委员会,副主任;党组成员
1964.05,黄臻,2012.03,2016.05,深圳市,深圳市宝安区发展和改革局,局长
1964.05,黄臻,2009.1,2012.03,深圳市,中共深圳市宝安区委员会办公室（区政府办公室）,副主任
1964.05,黄臻,2007.02,2009.1,深圳市,深圳市宝安区贸易工业局（旅游局）,副局长
1964.05,黄臻,2003.01,2007.02,深圳市,深圳市宝安区新安街道经济科技科,科长
1964.05,黄臻,2001.08,2003.01,深圳市,深圳市宝安区新安街道经济发展办,主任科员
1964.05,黄臻,1998.05,2001.08,深圳市,深圳市宝安区新安街道经济发展办,副主任
1964.05,黄臻,1994.05,1998.05,深圳市,深圳市宝安区新安街道党政办,干部;副主任
1964.05,黄臻,1992.09,1994.05,深圳市,深圳市宝安区西乡镇股份有限公司,副总经理、工程师
1964.05,黄臻,1992.05,1992.09,广东省,广东省宝安县新安镇经济发展总公司,助理工程师
1964.05,黄臻,1991.01,1992.05,广东省,广东省宝安县化学工业公司,助理工程师
1964.05,黄臻,1990.07,1991.01,广东省,广东省宝安县科技开发公司,业务员
1964.05,黄臻,1987.09,1990.06,哈尔滨市,哈尔滨工业大学精密仪器系机械制造专业,硕士研究生
1964.05,黄臻,1984.09,1987.09,广西省,广西柳州航天部801厂,设计员;团支部书记
1964.05,黄臻,1980.09,1984.07,哈尔滨市,哈尔滨工业大学,本科生
